ID	field.ID	location	field	dgO	dgN	area	WRB	BO_Syst	soty	crop	age_class	age	y_est	samcam	season	year	date	hole	ACA	ACH	ALO	ARO	END	LCA	LRU	LTR	LUM	OCY	OLA	UNK	ACA_BM	ACH_BM	ALO_BM	ARO_BM	END_BM	LCA_BM	LRU_BM	LTR_BM	LUM_BM	OCY_BM	OLA_BM	UNK_BM	pH	mc	cn	sand	silt	clay	ata1	atb1	hum1	ats1	prec1	rad1	ata2	atb2	hum2	ats2	prec2	rad2	soil_coverage	soil_tillage	fertilisation	weed_control	soil_compaction	compaction
53	14	Niederdorla	ND_Mais	10.438575	51.17563	70603	Stagnic_Luvisol	SS-LL	tU	Maize	A_Cm	0	2012	1	autumn	2012	15.10.2012	1	1	0	0	0	3	0	0	1	0	0	0	0	0.725	0.000	0.000	0.000	0.537	0.000	0.000	2.196	0.000	0.000	0.000	0	6.00	19.48	9.02	7.6	72	20.4	9.92	9.71	86.56	11.24	1.40	2705	7.14	7.13	96.00	8.88	0.90	864	75x20	1	3	3	6	3
54	14	Niederdorla	ND_Mais	10.438575	51.17563	70603	Stagnic_Luvisol	SS-LL	tU	Maize	A_Cm	0	2012	1	autumn	2012	15.10.2012	2	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.00	19.48	9.02	7.6	72	20.4	9.92	9.71	86.56	11.24	1.40	2705	7.14	7.13	96.00	8.88	0.90	864	75x20	1	3	3	6	3
55	14	Niederdorla	ND_Mais	10.438575	51.17563	70603	Stagnic_Luvisol	SS-LL	tU	Maize	A_Cm	0	2012	1	autumn	2012	15.10.2012	3	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.00	19.48	9.02	7.6	72	20.4	9.92	9.71	86.56	11.24	1.40	2705	7.14	7.13	96.00	8.88	0.90	864	75x20	1	3	3	6	3
56	14	Niederdorla	ND_Mais	10.438575	51.17563	70603	Stagnic_Luvisol	SS-LL	tU	Maize	A_Cm	0	2012	1	autumn	2012	15.10.2012	4	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.00	19.48	9.02	7.6	72	20.4	9.92	9.71	86.56	11.24	1.40	2705	7.14	7.13	96.00	8.88	0.90	864	75x20	1	3	3	6	3
57	15	Ronneberg	RO_Mais	9.608546	52.294104	35300	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2012	1	autumn	2012	23.10.2012	1	0	0	0	0	0	0	0	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.475	0.000	0.000	0.000	0	5.82	16.79	8.91	10.2	75.3	14.5	11.81	11.41	82.77	12.03	3.00	2046	10.85	10.89	94.55	12.53	0.00	383	75x20	1	4	3	6	3
58	15	Ronneberg	RO_Mais	9.608546	52.294104	35300	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2012	1	autumn	2012	23.10.2012	2	0	0	0	0	0	0	0	1	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.506	0.000	0.000	0.000	0	5.82	16.79	8.91	10.2	75.3	14.5	11.81	11.41	82.77	12.03	3.00	2046	10.85	10.89	94.55	12.53	0.00	383	75x20	1	4	3	6	3
59	15	Ronneberg	RO_Mais	9.608546	52.294104	35300	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2012	1	autumn	2012	23.10.2012	3	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.82	16.79	8.91	10.2	75.3	14.5	11.81	11.41	82.77	12.03	3.00	2046	10.85	10.89	94.55	12.53	0.00	383	75x20	1	4	3	6	3
60	15	Ronneberg	RO_Mais	9.608546	52.294104	35300	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2012	1	autumn	2012	23.10.2012	4	0	0	0	0	0	0	0	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.533	0.000	0.000	0.000	0	5.82	16.79	8.91	10.2	75.3	14.5	11.81	11.41	82.77	12.03	3.00	2046	10.85	10.89	94.55	12.53	0.00	383	75x20	1	4	3	6	3
61	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	2	spring	2013	15.04.2013	1	3	0	0	1	0	0	0	4	0	0	1	0	3.244	0.000	0.000	0.000	0.000	0.000	0.000	10.873	0.000	0.000	2.027	0	5.72	19.53	8.33	10.8	55.2	34	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	1	1
62	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	2	spring	2013	15.04.2013	2	1	0	0	2	0	0	0	1	0	0	0	5	0.742	0.000	0.000	0.390	0.000	0.000	0.000	5.056	0.000	0.000	0.000	0	5.72	19.53	8.33	10.8	55.2	34	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	1	1
63	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	2	spring	2013	15.04.2013	3	1	0	0	0	1	0	0	4	0	0	0	0	1.718	0.000	0.000	0.000	0.508	0.000	0.000	16.903	0.000	0.000	0.000	0	5.72	19.53	8.33	10.8	55.2	34	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	1	1
64	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	2	spring	2013	15.04.2013	4	2	0	0	0	0	0	0	5	0	0	0	0	1.797	0.000	0.000	0.000	0.000	0.000	0.000	23.045	0.000	0.000	0.000	0	5.72	19.53	8.33	10.8	55.2	34	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	1	1
65	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	2	spring	2013	24.04.2013	1	0	0	0	8	0	0	0	14	0	0	0	0	0.000	0.000	0.000	1.810	0.000	0.000	0.000	37.046	0.000	0.000	0.000	0	5.27	20.49	8.98	12.3	50.4	37.3	4.97	5.53	71.06	5.04	0.91	3398	11.23	13.46	68.78	10.81	0.00	6076	50x50	0	3	2	2	2
66	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	2	spring	2013	24.04.2013	2	1	0	0	4	1	0	0	7	0	0	0	0	0.213	0.000	0.000	0.796	0.026	0.000	0.000	22.505	0.000	0.000	0.000	0	5.27	20.49	8.98	12.3	50.4	37.3	4.97	5.53	71.06	5.04	0.91	3398	11.23	13.46	68.78	10.81	0.00	6076	50x50	0	3	2	2	2
67	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	2	spring	2013	24.04.2013	3	0	0	0	0	0	0	0	6	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.513	0.000	0.000	0.000	0	5.27	20.49	8.98	12.3	50.4	37.3	4.97	5.53	71.06	5.04	0.91	3398	11.23	13.46	68.78	10.81	0.00	6076	50x50	0	3	2	2	2
68	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	2	spring	2013	24.04.2013	4	1	0	0	2	1	0	0	3	0	0	0	0	0.362	0.000	0.000	0.340	0.053	0.000	0.000	8.159	0.000	0.000	0.000	0	5.27	20.49	8.98	12.3	50.4	37.3	4.97	5.53	71.06	5.04	0.91	3398	11.23	13.46	68.78	10.81	0.00	6076	50x50	0	3	2	2	2
69	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	2	spring	2013	15.04.2013	1	8	14	0	42	32	2	0	6	0	0	2	1	2.348	4.253	0.000	8.240	4.201	0.290	0.000	26.440	0.000	0.000	1.937	0	7.25	19.54	10.95	6.1	63	30.9	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	2	2
70	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	2	spring	2013	15.04.2013	2	13	10	0	60	31	2	0	5	0	0	0	3	4.362	3.087	0.000	11.022	4.092	0.531	0.000	13.551	0.000	0.000	0.000	0	7.25	19.54	10.95	6.1	63	30.9	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	2	2
71	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	2	spring	2013	15.04.2013	3	18	15	0	36	23	2	1	10	1	1	1	1	4.219	5.387	0.000	8.136	2.224	0.385	0.816	17.361	0.099	1.022	0.938	0.1693	7.25	19.54	10.95	6.1	63	30.9	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	2	2
72	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	2	spring	2013	15.04.2013	4	26	21	0	35	25	4	0	3	2	0	1	0	7.913	4.323	0.000	6.118	2.089	0.753	0.000	20.423	0.124	0.000	0.297	0	7.25	19.54	10.95	6.1	63	30.9	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	50x50	0	3	1	2	2
73	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	16.04.2013	1	2	0	0	3	2	0	0	6	0	0	1	0	2.533	0.000	0.000	1.018	0.464	0.000	0.000	23.549	0.000	0.000	1.372	0	7.26	16.95	9.16	7.2	63.2	29.6	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	3	1	2	2
74	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	16.04.2013	2	6	0	0	2	0	0	0	4	0	0	0	0	4.945	0.000	0.000	0.597	0.000	0.000	0.000	2.012	0.000	0.000	0.000	0	7.26	16.95	9.16	7.2	63.2	29.6	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	3	1	2	2
75	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	16.04.2013	3	5	0	0	0	1	0	0	6	0	0	0	1	3.430	0.000	0.000	0.000	0.034	0.000	0.000	18.085	0.000	0.000	0.000	0	7.26	16.95	9.16	7.2	63.2	29.6	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	3	1	2	2
76	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	16.04.2013	4	6	0	0	0	0	0	0	5	0	0	2	2	3.578	0.000	0.000	0.000	0.000	0.000	0.000	20.540	0.000	0.000	0.955	0	7.26	16.95	9.16	7.2	63.2	29.6	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	3	1	2	2
77	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	23.04.2013	1	3	0	0	0	2	0	0	3	0	0	0	0	4.518	0.000	0.000	0.000	0.876	0.000	0.000	16.332	0.000	0.000	0.000	0	7.46	15.27	12.36	12.7	60.2	27.1	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	2	2
78	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	23.04.2013	2	6	0	0	0	0	0	0	10	0	0	0	1	4.837	0.000	0.000	0.000	0.000	0.000	0.000	22.062	0.000	0.000	0.000	0	7.46	15.27	12.36	12.7	60.2	27.1	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	2	2
79	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	23.04.2013	3	5	0	0	0	0	0	0	14	0	0	0	1	5.075	0.000	0.000	0.000	0.000	0.000	0.000	34.418	0.000	0.000	0.000	0	7.46	15.27	12.36	12.7	60.2	27.1	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	2	2
80	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	2	spring	2013	23.04.2013	4	8	0	0	0	1	0	0	9	0	0	0	1	4.142	0.000	0.000	0.000	0.125	0.000	0.000	23.657	0.000	0.000	0.000	0	7.46	15.27	12.36	12.7	60.2	27.1	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	2	2
81	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	2	spring	2013	17.04.2013	1	12	0	0	0	2	0	0	0	0	0	0	2	14.897	0.000	0.000	0.000	0.190	0.000	0.000	0.000	0.000	0.000	0.000	1.997	6.14	16.39	8.59	28.9	51.1	20	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	50x50	0	4	3	4	2
82	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	2	spring	2013	17.04.2013	2	11	0	0	1	3	4	0	1	0	0	0	1	9.965	0.000	0.000	0.164	0.738	1.435	0.000	1.538	0.000	0.000	0.000	0.7809	6.14	16.39	8.59	28.9	51.1	20	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	50x50	0	4	3	4	2
83	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	2	spring	2013	17.04.2013	3	12	0	0	1	3	3	0	0	0	0	0	0	11.921	0.000	0.000	0.131	1.546	1.148	0.000	0.000	0.000	0.000	0.000	0	6.14	16.39	8.59	28.9	51.1	20	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	50x50	0	4	3	4	2
84	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	2	spring	2013	17.04.2013	4	12	0	0	2	4	2	0	0	0	0	0	0	14.047	0.000	0.000	0.386	0.805	0.880	0.000	0.000	0.000	0.000	0.000	0	6.14	16.39	8.59	28.9	51.1	20	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	50x50	0	4	3	4	2
85	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	16.04.2013	1	1	0	0	1	1	0	0	1	0	0	0	0	0.857	0.000	0.000	0.404	0.262	0.000	0.000	10.826	0.000	0.000	0.000	0	7.08	17.62	8.52	10.1	62.4	27.5	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	4	1	3	2
86	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	16.04.2013	2	1	0	0	6	1	0	0	8	0	0	0	0	1.075	0.000	0.000	2.014	0.037	0.000	0.000	13.530	0.000	0.000	0.000	0	7.08	17.62	8.52	10.1	62.4	27.5	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	4	1	3	2
87	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	16.04.2013	3	5	0	0	0	0	0	0	1	0	0	0	0	3.288	0.000	0.000	0.000	0.000	0.000	0.000	8.033	0.000	0.000	0.000	0	7.08	17.62	8.52	10.1	62.4	27.5	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	4	1	3	2
88	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	16.04.2013	4	7	0	0	0	0	0	0	0	0	0	0	0	5.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	7.08	17.62	8.52	10.1	62.4	27.5	2.07	3.49	70.01	4.19	1.17	3161	15.00	15.41	65.29	12.14	0.00	3368	50x50	0	4	1	3	2
89	7	Erfurt	DO_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	23.04.2013	1	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	7.51	16.62	13.15	10.2	62.1	27.7	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
90	8	Erfurt	EF_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	23.04.2013	2	0	0	0	1	0	0	0	4	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.000	0.000	0.000	0	7.51	16.62	13.15	10.2	62.1	27.7	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
91	8	Erfurt	EF_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	23.04.2013	3	0	0	0	0	0	0	0	1	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.000	0	7.51	16.62	13.15	10.2	62.1	27.7	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
92	8	Erfurt	EF_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	2	spring	2013	23.04.2013	4	5	0	0	0	1	0	0	2	0	0	0	0	6.096	0.000	0.000	0.000	0.053	0.000	0.000	8.698	0.000	0.000	0.000	0	7.51	16.62	13.15	10.2	62.1	27.7	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
93	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	2	spring	2013	10.04.2013	1	2	1	1	8	2	0	0	16	0	0	0	0	1.099	0.616	0.713	0.995	0.204	0.000	0.000	13.187	0.000	0.000	0.000	0	6.48	17.54	9.02	16.9	68.6	14.5	-0.84	8.84	75.66	7.83	2.15	3442	1.56	1.40	79.91	2.74	0.00	2202	50x50	0	3	2	2	2
94	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	2	spring	2013	10.04.2013	2	2	0	6	2	8	0	0	15	0	0	0	3	0.590	0.000	4.413	0.173	0.984	0.000	0.000	27.396	0.000	0.000	0.000	0	6.48	17.54	9.02	16.9	68.6	14.5	-0.84	8.84	75.66	7.83	2.15	3442	1.56	1.40	79.91	2.74	0.00	2202	50x50	0	3	2	2	2
95	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	2	spring	2013	10.04.2013	3	3	0	5	0	2	0	0	10	0	0	0	1	2.088	0.000	4.658	0.000	0.145	0.000	0.000	11.354	0.000	0.000	0.000	0	6.48	17.54	9.02	16.9	68.6	14.5	-0.84	8.84	75.66	7.83	2.15	3442	1.56	1.40	79.91	2.74	0.00	2202	50x50	0	3	2	2	2
96	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	2	spring	2013	10.04.2013	4	3	1	5	1	1	0	0	5	0	0	0	3	1.494	0.283	4.554	0.398	0.236	0.000	0.000	8.177	0.000	0.000	0.000	0	6.48	17.54	9.02	16.9	68.6	14.5	-0.84	8.84	75.66	7.83	2.15	3442	1.56	1.40	79.91	2.74	0.00	2202	50x50	0	3	2	2	2
97	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	2	spring	2013	23.04.2013	1	2	0	0	6	2	0	0	1	0	0	0	2	1.766	0.000	0.000	1.354	0.245	0.000	0.000	2.973	0.000	0.000	0.000	0	7.52	16.07	18.34	12.7	58	29.3	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
98	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	2	spring	2013	23.04.2013	2	0	0	0	8	2	0	0	0	0	0	0	0	0.000	0.000	0.000	1.939	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0	7.52	16.07	18.34	12.7	58	29.3	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
99	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	2	spring	2013	23.04.2013	3	0	0	0	5	4	0	0	3	0	0	0	0	0.000	0.000	0.000	0.779	0.164	0.000	0.000	7.836	0.000	0.000	0.000	0	7.52	16.07	18.34	12.7	58	29.3	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
100	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	2	spring	2013	23.04.2013	4	0	0	0	1	1	0	0	2	0	0	0	0	0.000	0.000	0.000	0.091	0.047	0.000	0.000	5.020	0.000	0.000	0.000	0	7.52	16.07	18.34	12.7	58	29.3	6.41	6.04	72.04	6.14	0.57	3429	13.88	12.85	59.55	11.76	0.00	4577	90x50	0	3	1	3	2
101	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	2	spring	2013	22.04.2013	1	2	0	0	0	1	0	0	6	0	0	0	0	1.530	0.000	0.000	0.000	0.056	0.000	0.000	3.016	0.000	0.000	0.000	0	7.08	17.85	8.82	10.1	69.6	20.3	4.74	5.04	76.80	4.71	0.90	3622	10.27	10.04	72.48	10.03	0.00	2239	50x50	0	2	2	3	3
102	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	2	spring	2013	22.04.2013	2	2	0	0	1	1	0	0	8	0	0	0	0	0.564	0.000	0.000	0.222	0.017	0.000	0.000	24.597	0.000	0.000	0.000	0	7.08	17.85	8.82	10.1	69.6	20.3	4.74	5.04	76.80	4.71	0.90	3622	10.27	10.04	72.48	10.03	0.00	2239	50x50	0	2	2	3	3
103	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	2	spring	2013	22.04.2013	3	1	0	0	2	0	0	0	2	0	0	0	0	0.572	0.000	0.000	0.265	0.000	0.000	0.000	5.147	0.000	0.000	0.000	0	7.08	17.85	8.82	10.1	69.6	20.3	4.74	5.04	76.80	4.71	0.90	3622	10.27	10.04	72.48	10.03	0.00	2239	50x50	0	2	2	3	3
104	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	2	spring	2013	22.04.2013	4	1	0	0	0	1	0	0	7	0	0	0	0	0.732	0.000	0.000	0.000	0.099	0.000	0.000	10.760	0.000	0.000	0.000	0	7.08	17.85	8.82	10.1	69.6	20.3	4.74	5.04	76.80	4.71	0.90	3622	10.27	10.04	72.48	10.03	0.00	2239	50x50	0	2	2	3	3
105	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	2	spring	2013	10.04.2013	1	0	0	0	0	0	0	0	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.492	0.000	0.000	0.000	0	5.66	21.25	9.86	10.4	75.1	14.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	60x60	0	4	4	4	3
106	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	2	spring	2013	10.04.2013	2	1	0	1	0	0	0	0	5	0	0	0	0	0.877	0.000	4.024	0.000	0.000	0.000	0.000	8.419	0.000	0.000	0.000	0	5.66	21.25	9.86	10.4	75.1	14.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	60x60	0	4	4	4	3
107	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	2	spring	2013	10.04.2013	3	0	0	0	0	0	0	0	1	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.66	21.25	9.86	10.4	75.1	14.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	60x60	0	4	4	4	3
108	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	2	spring	2013	10.04.2013	4	1	0	0	0	0	0	0	0	0	0	0	0	0.272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.66	21.25	9.86	10.4	75.1	14.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	60x60	0	4	4	4	3
109	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	2	spring	2013	15.04.2013	1	0	2	0	3	7	0	0	0	0	0	0	0	0.000	0.491	0.000	0.625	1.561	0.000	0.000	0.000	0.000	0.000	0.000	0	7.43	18.14	8.91	5.1	61.1	33.8	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	75x20	1	3	3	6	3
110	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	2	spring	2013	15.04.2013	2	4	2	0	1	7	0	0	1	0	0	0	0	1.629	0.575	0.000	0.424	0.535	0.000	0.000	4.904	0.000	0.000	0.000	0	7.43	18.14	8.91	5.1	61.1	33.8	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	75x20	1	3	3	6	3
