",""endad.avgmod1.d4.importance""";
age_class;1
samcam;1
scl.mc;1
I(scl.mc^2);0.276794468
scl.clay;0.401330973
scl.cn;0.288985858
scl.pH;1
scl.prec1;1
;
;
;
age_class:samcam;1
scl.mc:scl.pH;1
scl.cn:scl.pH;0.114662602
